term,document_frequency,idf
prcipitant,7,2.890850371872286
pileptiqu,4,3.3608540011180215
lhypocalcmi,1,4.277144732992177
acidmi,1,4.277144732992177
tudient,3,3.583997552432231
dvacuation,2,3.8716796248840124
adpartement,8,2.7730673362159024
brch,1,4.277144732992177
va,1,4.277144732992177
intellectuellement,1,4.277144732992177
plasm,1,4.277144732992177
moulage,1,4.277144732992177
parmley,1,4.277144732992177
insufflation,13,2.331234583936863
corticosurrnale,1,4.277144732992177
mliorer,1,4.277144732992177
schnapp,1,4.277144732992177
chantal,1,4.277144732992177
lhmatom,6,3.0243817644968085
bout,16,2.137078569495906
rsolutiv,1,4.277144732992177
dl,22,1.8347976976229723
pourlediagnostic,1,4.277144732992177
fayettea,1,4.277144732992177
capacitif,2,3.8716796248840124
regrettable,2,3.8716796248840124
optimi,1,4.277144732992177
lord,1,4.277144732992177
hmoconcentration,3,3.583997552432231
coloniss,7,2.890850371872286
suicidant,1,4.277144732992177
efandol,1,4.277144732992177
prtrait,3,3.583997552432231
lige,4,3.3608540011180215
eyword,5,3.178532444324067
ysiopathologieprinciper,1,4.277144732992177
radford,1,4.277144732992177
saider,4,3.3608540011180215
hmatoencphaliqu,2,3.8716796248840124
spilf,1,4.277144732992177
gruson,1,4.277144732992177
homostasie,4,3.3608540011180215
lquilibr,10,2.5723966407537513
irak,1,4.277144732992177
macula,1,4.277144732992177
utile,43,1.1861022796338607
antifibrinolytique,4,3.3608540011180215
toxico,1,4.277144732992177
lentretien,8,2.7730673362159024
fureur,1,4.277144732992177
oculaire,14,2.262241712449912
oriani,1,4.277144732992177
gravi,1,4.277144732992177
ologi,2,3.8716796248840124
anctr,1,4.277144732992177
somme,16,2.137078569495906
dinfusion,2,3.8716796248840124
additionner,2,3.8716796248840124
libration,35,1.3867729750960118
acoma,1,4.277144732992177
madrilne,2,3.8716796248840124
mtabolisme,28,1.6029960835656478
golper,1,4.277144732992177
stoutenbee,1,4.277144732992177
ncessitaient,8,2.7730673362159024
invitabl,9,2.667706820558076
scannogra,2,3.8716796248840124
catgoriesd,1,4.277144732992177
chromatogra,1,4.277144732992177
hyperrninism,1,4.277144732992177
poulher,1,4.277144732992177
rjouit,1,4.277144732992177
dantcdent,8,2.7730673362159024
agenc,1,4.277144732992177
dunv,1,4.277144732992177
sexpandre,1,4.277144732992177
orthopdie,1,4.277144732992177
dermatopolymyosite,1,4.277144732992177
timsit,3,3.583997552432231
annihiler,1,4.277144732992177
lgid,3,3.583997552432231
synapse,2,3.8716796248840124
jrme,1,4.277144732992177
lectroencphalographi,1,4.277144732992177
antimu,1,4.277144732992177
voisi,1,4.277144732992177
adriamycine,1,4.277144732992177
fidle,3,3.583997552432231
mor,19,1.9745596399981307
cayot,1,4.277144732992177
nosocomial,30,1.5363047090669757
dlir,6,3.0243817644968085
onique,3,3.583997552432231
lymphocyt,2,3.8716796248840124
combler,2,3.8716796248840124
viral,21,1.879249460193806
dhpital,1,4.277144732992177
polynsi,1,4.277144732992177
charles,18,2.0258529343856813
lactose,1,4.277144732992177
lautopsi,2,3.8716796248840124
immunothrapi,5,3.178532444324067
lidal,5,3.178532444324067
roz,1,4.277144732992177
nocardiose,1,4.277144732992177
moduler,15,2.197703191312341
morphogenetic,1,4.277144732992177
hyperglycmi,4,3.3608540011180215
dmateus,3,3.583997552432231
specificitier,1,4.277144732992177
opacifier,2,3.8716796248840124
polypniqu,1,4.277144732992177
vidente,5,3.178532444324067
size,51,1.0190481949706944
stenotrophomas,1,4.277144732992177
consomme,2,3.8716796248840124
portage,9,2.667706820558076
tic,3,3.583997552432231
analy,6,3.0243817644968085
sulfamide,4,3.3608540011180215
rds,1,4.277144732992177
lallocations,1,4.277144732992177
multicolonisation,1,4.277144732992177
benefits,1,4.277144732992177
aldhydique,1,4.277144732992177
min,39,1.2814124594381855
comprime,3,3.583997552432231
secousse,1,4.277144732992177
dintimit,3,3.583997552432231
calsa,1,4.277144732992177
ladhsion,6,3.0243817644968085
fabrice,2,3.8716796248840124
affection,35,1.3867729750960118
mastodite,1,4.277144732992177
acquisition,18,2.0258529343856813
foier,2,3.8716796248840124
viroscuris,1,4.277144732992177
und,1,4.277144732992177
dlivrer,12,2.4053425560905852
vertbre,1,4.277144732992177
alvol,5,3.178532444324067
hypertendu,6,3.0243817644968085
dcran,1,4.277144732992177
peau,21,1.879249460193806
prdisposition,6,3.0243817644968085
assimil,5,3.178532444324067
eliner,2,3.8716796248840124
nommage,1,4.277144732992177
ozapine,1,4.277144732992177
montalescot,1,4.277144732992177
dobjectivit,1,4.277144732992177
interchangeable,2,3.8716796248840124
lacceptation,6,3.0243817644968085
arythmogn,1,4.277144732992177
pai,3,3.583997552432231
abolit,2,3.8716796248840124
maintien,38,1.3067302674224754
comptitifs,2,3.8716796248840124
max,5,3.178532444324067
thrombotique,20,1.925769475828699
russite,7,2.890850371872286
selected,1,4.277144732992177
spcifi,3,3.583997552432231
kleijn,1,4.277144732992177
rtrobulbair,1,4.277144732992177
quell,12,2.4053425560905852
cortisone,3,3.583997552432231
surlesystm,1,4.277144732992177
mchoire,2,3.8716796248840124
valver,1,4.277144732992177
chlorhexidine,3,3.583997552432231
trigonoc,1,4.277144732992177
attnuation,5,3.178532444324067
dhypocapnie,2,3.8716796248840124
repres,1,4.277144732992177
lhypomagnsmie,1,4.277144732992177
poudr,1,4.277144732992177
raticide,1,4.277144732992177
genve,7,2.890850371872286
myasthenic,1,4.277144732992177
lombr,1,4.277144732992177
inhibe,1,4.277144732992177
changs,1,4.277144732992177
interethnique,1,4.277144732992177
harrouseau,1,4.277144732992177
maintient,4,3.3608540011180215
lbogra,1,4.277144732992177
etpuce,1,4.277144732992177
indexe,7,2.890850371872286
mnsod,1,4.277144732992177
campaign,2,3.8716796248840124
halogns,2,3.8716796248840124
unencrose,1,4.277144732992177
lps,7,2.890850371872286
pseudoglottique,1,4.277144732992177
attester,12,2.4053425560905852
to,24,1.7514160886839212
limmunossupression,1,4.277144732992177
monnet,2,3.8716796248840124
transpl,1,4.277144732992177
amovible,1,4.277144732992177
typei,1,4.277144732992177
rebondir,1,4.277144732992177
ocalcique,1,4.277144732992177
domien,1,4.277144732992177
pami,1,4.277144732992177
conditionner,15,2.197703191312341
jjunostomie,1,4.277144732992177
tombe,6,3.0243817644968085
obstruer,5,3.178532444324067
lpuration,9,2.667706820558076
polyspcifique,1,4.277144732992177
obstructiver,6,3.0243817644968085
catalogu,1,4.277144732992177
feihlb,1,4.277144732992177
derreur,11,2.4853852637641216
lintensit,19,1.9745596399981307
lanvrism,1,4.277144732992177
eurordi,1,4.277144732992177
isme,4,3.3608540011180215
discuts,11,2.4853852637641216
know,1,4.277144732992177
propanolol,1,4.277144732992177
souponns,1,4.277144732992177
dgonfler,1,4.277144732992177
bdivision,1,4.277144732992177
spermatogense,1,4.277144732992177
marqueur,38,1.3067302674224754
infraclinique,1,4.277144732992177
hystrectomie,4,3.3608540011180215
lcriture,2,3.8716796248840124
subdiviser,1,4.277144732992177
fmoropoplite,1,4.277144732992177
ethicu,1,4.277144732992177
wood,1,4.277144732992177
gitelman,1,4.277144732992177
ischmiereperfusion,4,3.3608540011180215
constriction,1,4.277144732992177
pin,3,3.583997552432231
noqu,1,4.277144732992177
cdar,1,4.277144732992177
liposolubilit,2,3.8716796248840124
atome,5,3.178532444324067
cmm,1,4.277144732992177
treilli,1,4.277144732992177
asymtriqu,5,3.178532444324067
rclamer,1,4.277144732992177
envahissement,3,3.583997552432231
saisine,1,4.277144732992177
lidentification,14,2.262241712449912
haji,1,4.277144732992177
inomimtiqu,1,4.277144732992177
raccourcie,2,3.8716796248840124
esser,13,2.331234583936863
lhyper,4,3.3608540011180215
corrlat,1,4.277144732992177
limmdiat,2,3.8716796248840124
rtrocdent,1,4.277144732992177
tante,1,4.277144732992177
austral,1,4.277144732992177
tcg,1,4.277144732992177
etinfection,1,4.277144732992177
performant,18,2.0258529343856813
thsauru,2,3.8716796248840124
tra,3,3.583997552432231
score,45,1.141650517063027
impuissance,2,3.8716796248840124
malt,1,4.277144732992177
cheung,1,4.277144732992177
cardiocirculatoir,6,3.0243817644968085
valoriser,3,3.583997552432231
lectron,6,3.0243817644968085
vocatrice,15,2.197703191312341
dplaceraier,1,4.277144732992177
interstitial,1,4.277144732992177
leucinos,1,4.277144732992177
sionne,1,4.277144732992177
doxygnothrapie,2,3.8716796248840124
urban,1,4.277144732992177
hyperscrter,1,4.277144732992177
albuminocytologiqu,1,4.277144732992177
favorablement,14,2.262241712449912
valuable,6,3.0243817644968085
etcaractristique,1,4.277144732992177
charge,52,1.0
rserve,44,1.1636294237818021
cnrs,1,4.277144732992177
attribuable,14,2.262241712449912
lvofloxacin,3,3.583997552432231
moran,1,4.277144732992177
liposoluble,5,3.178532444324067
intgration,11,2.4853852637641216
thioctiqu,1,4.277144732992177
sdmv,3,3.583997552432231
mgh,1,4.277144732992177
party,19,1.9745596399981307
emprunter,3,3.583997552432231
hajjar,1,4.277144732992177
thermolabile,1,4.277144732992177
toxicocody,1,4.277144732992177
ativ,1,4.277144732992177
anesthsi,18,2.0258529343856813
garanti,3,3.583997552432231
nerf,14,2.262241712449912
phylactod,1,4.277144732992177
lgu,1,4.277144732992177
gastrojju,1,4.277144732992177
ar,12,2.4053425560905852
quiescent,2,3.8716796248840124
notyps,1,4.277144732992177
nuire,9,2.667706820558076
matamis,1,4.277144732992177
rifle,1,4.277144732992177
fox,1,4.277144732992177
adhsiv,1,4.277144732992177
patier,8,2.7730673362159024
page,13,2.331234583936863
dcentr,1,4.277144732992177
simple,51,1.0190481949706944
boyce,1,4.277144732992177
semp,1,4.277144732992177
fliciter,1,4.277144732992177
foremergency,1,4.277144732992177
mali,1,4.277144732992177
dernier,46,1.1201443118420633
snfmi,1,4.277144732992177
mesurant,9,2.667706820558076
arrer,1,4.277144732992177
linviolabl,1,4.277144732992177
tafi,1,4.277144732992177
pocharda,1,4.277144732992177
document,30,1.5363047090669757
sublime,1,4.277144732992177
denante,1,4.277144732992177
xnobiotiqu,1,4.277144732992177
dexocytos,1,4.277144732992177
leteurtr,4,3.3608540011180215
palv,1,4.277144732992177
clampage,1,4.277144732992177
pyridoxinosensible,1,4.277144732992177
larvaire,2,3.8716796248840124
tuxen,2,3.8716796248840124
fibrineux,3,3.583997552432231
martinique,1,4.277144732992177
gnome,2,3.8716796248840124
nrc,1,4.277144732992177
inversionrcupration,1,4.277144732992177
drecrut,1,4.277144732992177
minent,2,3.8716796248840124
atomistique,1,4.277144732992177
so,23,1.7922380832041762
hyperostos,1,4.277144732992177
procurer,3,3.583997552432231
damm,1,4.277144732992177
pq,1,4.277144732992177
quesnel,1,4.277144732992177
actiqu,1,4.277144732992177
durcir,2,3.8716796248840124
oe,1,4.277144732992177
lorrain,1,4.277144732992177
ysme,7,2.890850371872286
cherche,10,2.5723966407537513
nanmoins,18,2.0258529343856813
primat,2,3.8716796248840124
pleural,24,1.7514160886839212
cisplatine,3,3.583997552432231
environmental,1,4.277144732992177
mtr,1,4.277144732992177
opiode,6,3.0243817644968085
gompertzienn,1,4.277144732992177
radioactive,1,4.277144732992177
litalien,1,4.277144732992177
tpo,1,4.277144732992177
irreversibl,1,4.277144732992177
myocardiopathi,2,3.8716796248840124
formule,33,1.4439313889359604
rapamune,1,4.277144732992177
scrteur,2,3.8716796248840124
dhp,1,4.277144732992177
cefaclor,1,4.277144732992177
entient,1,4.277144732992177
ayember,1,4.277144732992177
intracavitaire,2,3.8716796248840124
barthelaixa,1,4.277144732992177
incidenc,41,1.2326222952687536
familial,15,2.197703191312341
ticarpen,1,4.277144732992177
green,3,3.583997552432231
luci,1,4.277144732992177
bou,7,2.890850371872286
sociol,1,4.277144732992177
dnitrog,2,3.8716796248840124
amatoxiner,1,4.277144732992177
optimaliser,1,4.277144732992177
procollagne,2,3.8716796248840124
arauliqu,1,4.277144732992177
pirilne,1,4.277144732992177
complique,13,2.331234583936863
mthylation,2,3.8716796248840124
breath,2,3.8716796248840124
cyclique,5,3.178532444324067
sylviens,1,4.277144732992177
successif,21,1.879249460193806
dpltion,17,2.079920155655957
ncrotico,1,4.277144732992177
dsobstruction,5,3.178532444324067
raliser,48,1.0784716154414953
pioped,1,4.277144732992177
hyperoxie,5,3.178532444324067
van,15,2.197703191312341
pargne,5,3.178532444324067
saturation,20,1.925769475828699
isomre,1,4.277144732992177
lit,41,1.2326222952687536
quassez,1,4.277144732992177
dcder,14,2.262241712449912
cuisse,3,3.583997552432231
nitrer,1,4.277144732992177
etlesenzyme,1,4.277144732992177
nafs,1,4.277144732992177
brillance,3,3.583997552432231
delasleeve,1,4.277144732992177
extrahpatiqu,1,4.277144732992177
coeruleus,1,4.277144732992177
hmovigilance,1,4.277144732992177
relch,1,4.277144732992177
dacide,4,3.3608540011180215
corticotrophin,1,4.277144732992177
ninhibe,1,4.277144732992177
msestim,2,3.8716796248840124
thymectomi,1,4.277144732992177
moquer,1,4.277144732992177
remarquable,11,2.4853852637641216
asymtrie,4,3.3608540011180215
baill,1,4.277144732992177
estroprogestatif,1,4.277144732992177
scd,1,4.277144732992177
erythropoietin,1,4.277144732992177
biochemistry,1,4.277144732992177
lattnuation,4,3.3608540011180215
rtention,14,2.262241712449912
oracher,1,4.277144732992177
enserrer,1,4.277144732992177
spaulding,2,3.8716796248840124
hypercapnia,1,4.277144732992177
autocrine,1,4.277144732992177
lesconcentration,1,4.277144732992177
descrip,1,4.277144732992177
tsh,2,3.8716796248840124
percussion,1,4.277144732992177
lallement,1,4.277144732992177
artriographie,2,3.8716796248840124
sexpliquent,2,3.8716796248840124
cour,39,1.2814124594381855
unepep,2,3.8716796248840124
lta,1,4.277144732992177
ane,2,3.8716796248840124
similitud,1,4.277144732992177
rachi,4,3.3608540011180215
tnue,2,3.8716796248840124
overdose,2,3.8716796248840124
dinhalation,7,2.890850371872286
scheffer,1,4.277144732992177
cancreus,3,3.583997552432231
luricmie,1,4.277144732992177
obsttricale,4,3.3608540011180215
atropine,5,3.178532444324067
lcologi,1,4.277144732992177
segmentaire,16,2.137078569495906
carioub,1,4.277144732992177
vittozc,1,4.277144732992177
confluant,1,4.277144732992177
baser,6,3.0243817644968085
polychondrite,2,3.8716796248840124
chan,9,2.667706820558076
bergman,1,4.277144732992177
raccordement,1,4.277144732992177
tomographie,2,3.8716796248840124
avi,4,3.3608540011180215
marini,3,3.583997552432231
uhcd,2,3.8716796248840124
interns,1,4.277144732992177
arifier,8,2.7730673362159024
luaut,1,4.277144732992177
intrahopitalire,1,4.277144732992177
ernest,1,4.277144732992177
otidique,1,4.277144732992177
raisonnable,8,2.7730673362159024
destimulation,1,4.277144732992177
criver,4,3.3608540011180215
dt,5,3.178532444324067
isoptine,1,4.277144732992177
patientmachin,1,4.277144732992177
centre,51,1.0190481949706944
boulevers,3,3.583997552432231
nytone,4,3.3608540011180215
clinicat,1,4.277144732992177
florer,1,4.277144732992177
largon,1,4.277144732992177
contenter,2,3.8716796248840124
psychiatre,4,3.3608540011180215
riqu,22,1.8347976976229723
noxaparine,1,4.277144732992177
dvi,3,3.583997552432231
chezlesujet,2,3.8716796248840124
enservice,1,4.277144732992177
dmenc,1,4.277144732992177
hypo,23,1.7922380832041762
acroissement,1,4.277144732992177
architecte,1,4.277144732992177
tennis,1,4.277144732992177
milano,1,4.277144732992177
prnom,1,4.277144732992177
parlesautorits,1,4.277144732992177
dame,1,4.277144732992177
rutilisation,2,3.8716796248840124
ammoniac,2,3.8716796248840124
dchet,6,3.0243817644968085
contemporaine,2,3.8716796248840124
juste,24,1.7514160886839212
handicap,12,2.4053425560905852
squellair,2,3.8716796248840124
dir,2,3.8716796248840124
tlphon,1,4.277144732992177
aucour,5,3.178532444324067
nvirapin,1,4.277144732992177
bithrapie,2,3.8716796248840124
litali,2,3.8716796248840124
antimpo,1,4.277144732992177
explosif,3,3.583997552432231
formol,1,4.277144732992177
crh,2,3.8716796248840124
proposrer,1,4.277144732992177
aviser,1,4.277144732992177
qualitatif,15,2.197703191312341
hyperchognicit,1,4.277144732992177
center,7,2.890850371872286
bevacizumab,2,3.8716796248840124
thologiens,1,4.277144732992177
infectious,2,3.8716796248840124
dfg,1,4.277144732992177
glrantb,1,4.277144732992177
dvitement,1,4.277144732992177
armacologiqu,12,2.4053425560905852
inhib,4,3.3608540011180215
neo,3,3.583997552432231
spontane,32,1.4737843520856415
bparmi,1,4.277144732992177
certe,2,3.8716796248840124
transjugulair,1,4.277144732992177
nom,24,1.7514160886839212
seinesaint,1,4.277144732992177
troisimement,1,4.277144732992177
hydroxocoblamine,1,4.277144732992177
constitutif,12,2.4053425560905852
quelquefois,7,2.890850371872286
hypopigmentation,1,4.277144732992177
contenue,4,3.3608540011180215
dhyperkalimie,2,3.8716796248840124
dphosphoryl,2,3.8716796248840124
peptot,4,3.3608540011180215
recrutement,28,1.6029960835656478
estim,34,1.414943852062708
darrer,1,4.277144732992177
dsensi,1,4.277144732992177
acquis,2,3.8716796248840124
immdiat,29,1.5690945318899665
nincluer,1,4.277144732992177
iatrogniqu,1,4.277144732992177
conventional,1,4.277144732992177
biotechnologie,1,4.277144732992177
hydroxypropionique,1,4.277144732992177
fluoro,1,4.277144732992177
inventer,1,4.277144732992177
coronaries,1,4.277144732992177
amount,1,4.277144732992177
compter,14,2.262241712449912
sniff,3,3.583997552432231
etdesatolrance,1,4.277144732992177
auxsubstance,1,4.277144732992177
cupa,1,4.277144732992177
circularit,2,3.8716796248840124
articulaire,8,2.7730673362159024
sciencedirect,2,3.8716796248840124
hypocalciurie,1,4.277144732992177
all,1,4.277144732992177
tissue,8,2.7730673362159024
desantibiotique,2,3.8716796248840124
devuyst,1,4.277144732992177
frquent,37,1.3327057538257359
interdir,1,4.277144732992177
affectif,5,3.178532444324067
chaise,1,4.277144732992177
thromboxane,2,3.8716796248840124
reconnaître,45,1.141650517063027
dimportant,5,3.178532444324067
issanc,30,1.5363047090669757
kokoska,1,4.277144732992177
rls,1,4.277144732992177
listing,1,4.277144732992177
gabillet,1,4.277144732992177
peuple,1,4.277144732992177
urbain,4,3.3608540011180215
quorum,1,4.277144732992177
hypnotique,7,2.890850371872286
ebite,1,4.277144732992177
even,1,4.277144732992177
curriculum,1,4.277144732992177
antignurie,1,4.277144732992177
dusommeil,1,4.277144732992177
involontairement,1,4.277144732992177
sociologie,2,3.8716796248840124
pese,3,3.583997552432231
the,40,1.256719846847814
leuconeutropni,2,3.8716796248840124
poidshabituel,1,4.277144732992177
chezunpatient,2,3.8716796248840124
lymphopnie,2,3.8716796248840124
irraisonne,2,3.8716796248840124
xanthochromique,1,4.277144732992177
nlm,1,4.277144732992177
preliminary,2,3.8716796248840124
alkylant,2,3.8716796248840124
accessible,35,1.3867729750960118
astrocytaire,1,4.277144732992177
bibliogaphiqu,1,4.277144732992177
prserver,14,2.262241712449912
rianimazione,1,4.277144732992177
adjacer,6,3.0243817644968085
aboutissemer,1,4.277144732992177
carotide,3,3.583997552432231
troislment,1,4.277144732992177
dattente,3,3.583997552432231
lenteur,1,4.277144732992177
metamphtamin,1,4.277144732992177
diffusion,35,1.3867729750960118
activable,1,4.277144732992177
amifostine,1,4.277144732992177
armacovigilance,1,4.277144732992177
collagne,2,3.8716796248840124
forger,1,4.277144732992177
majerusb,1,4.277144732992177
eggimann,1,4.277144732992177
causer,9,2.667706820558076
beauchet,1,4.277144732992177
plantaire,3,3.583997552432231
azot,6,3.0243817644968085
herps,7,2.890850371872286
poste,7,2.890850371872286
tenter,25,1.7121953755306398
qutelet,1,4.277144732992177
rattach,3,3.583997552432231
guntupalli,1,4.277144732992177
hmorragique,34,1.414943852062708
demie,4,3.3608540011180215
miniature,3,3.583997552432231
asmusa,1,4.277144732992177
comprhensibl,5,3.178532444324067
lorsquelle,17,2.079920155655957
congestion,9,2.667706820558076
oxytocer,1,4.277144732992177
prcisment,30,1.5363047090669757
musciano,1,4.277144732992177
lhyperrninism,1,4.277144732992177
stupfiant,2,3.8716796248840124
daffil,1,4.277144732992177
vaccination,3,3.583997552432231
agilis,1,4.277144732992177
ascendant,10,2.5723966407537513
itocybe,1,4.277144732992177
adquate,27,1.6380874033769177
dchogra,2,3.8716796248840124
shampoing,1,4.277144732992177
concourir,7,2.890850371872286
tuman,1,4.277144732992177
linge,2,3.8716796248840124
paulbert,1,4.277144732992177
tanche,1,4.277144732992177
appel,41,1.2326222952687536
marshall,1,4.277144732992177
urmi,1,4.277144732992177
timp,1,4.277144732992177
lengagement,3,3.583997552432231
redescendre,4,3.3608540011180215
manomtre,2,3.8716796248840124
pension,1,4.277144732992177
insolite,1,4.277144732992177
ballarin,1,4.277144732992177
laryngoscopie,1,4.277144732992177
despac,2,3.8716796248840124
lvidence,11,2.4853852637641216
ca,44,1.1636294237818021
sevrer,3,3.583997552432231
lymphatique,3,3.583997552432231
fusiforme,2,3.8716796248840124
rubrique,6,3.0243817644968085
sarm,7,2.890850371872286
nexist,7,2.890850371872286
sintgrent,1,4.277144732992177
daubina,1,4.277144732992177
prpectoral,1,4.277144732992177
dond,2,3.8716796248840124
anco,3,3.583997552432231
vlocimtrique,1,4.277144732992177
multithrapies,1,4.277144732992177
concubin,1,4.277144732992177
etl,2,3.8716796248840124
radicateur,2,3.8716796248840124
esicm,2,3.8716796248840124
dcompenser,6,3.0243817644968085
srin,1,4.277144732992177
faisceau,10,2.5723966407537513
dexprimentation,1,4.277144732992177
aviculair,3,3.583997552432231
rsiduell,22,1.8347976976229723
mallaret,1,4.277144732992177
observ,45,1.141650517063027
chiffre,22,1.8347976976229723
etamine,3,3.583997552432231
atone,1,4.277144732992177
ofseptic,1,4.277144732992177
capsaicine,1,4.277144732992177
ceschoix,1,4.277144732992177
dincision,1,4.277144732992177
cruorique,1,4.277144732992177
palpbrale,1,4.277144732992177
hirarchie,3,3.583997552432231
utilitaire,1,4.277144732992177
lextrapolation,6,3.0243817644968085
dquilibr,2,3.8716796248840124
spancher,1,4.277144732992177
transsudats,1,4.277144732992177
up,4,3.3608540011180215
mthodologiqu,16,2.137078569495906
sihad,1,4.277144732992177
alopathi,1,4.277144732992177
transdia,3,3.583997552432231
remodelage,6,3.0243817644968085
dsesprant,1,4.277144732992177
distensible,1,4.277144732992177
espt,1,4.277144732992177
entrocoquer,3,3.583997552432231
aqueuse,1,4.277144732992177
forgetting,1,4.277144732992177
apparence,9,2.667706820558076
microporeux,1,4.277144732992177
cpiao,1,4.277144732992177
decontrl,2,3.8716796248840124
pussard,1,4.277144732992177
ngativ,10,2.5723966407537513
gographie,1,4.277144732992177
colectasie,1,4.277144732992177
cte,8,2.7730673362159024
raresinfo,1,4.277144732992177
detco,1,4.277144732992177
smv,1,4.277144732992177
mylit,1,4.277144732992177
bupropion,1,4.277144732992177
deuxgrouper,2,3.8716796248840124
spcifiqu,41,1.2326222952687536
opaque,5,3.178532444324067
rfutable,1,4.277144732992177
ghio,1,4.277144732992177
pnuri,1,4.277144732992177
mningit,8,2.7730673362159024
limprieus,1,4.277144732992177
pc,2,3.8716796248840124
autosomal,4,3.3608540011180215
interferon,2,3.8716796248840124
solidariste,1,4.277144732992177
enfibrillation,1,4.277144732992177
moyenn,1,4.277144732992177
united,1,4.277144732992177
prciss,6,3.0243817644968085
ichy,2,3.8716796248840124
fmur,4,3.3608540011180215
arynge,5,3.178532444324067
lactamineschez,1,4.277144732992177
endoscopique,11,2.4853852637641216
histoplasmine,1,4.277144732992177
bce,1,4.277144732992177
mimique,1,4.277144732992177
interrgion,2,3.8716796248840124
chauffer,1,4.277144732992177
ratisser,1,4.277144732992177
fii,1,4.277144732992177
lasterixi,1,4.277144732992177
dsocclusion,1,4.277144732992177
coarctation,2,3.8716796248840124
dacceptabilit,1,4.277144732992177
agit,2,3.8716796248840124
castaing,2,3.8716796248840124
sopposerer,1,4.277144732992177
laryngotrachal,1,4.277144732992177
beaucoup,48,1.0784716154414953
special,1,4.277144732992177
chaussure,1,4.277144732992177
iquer,1,4.277144732992177
bad,1,4.277144732992177
ouprdictif,1,4.277144732992177
garantie,6,3.0243817644968085
dexp,3,3.583997552432231
strebel,1,4.277144732992177
obstructif,22,1.8347976976229723
gnratrice,6,3.0243817644968085
now,1,4.277144732992177
histopathologiqu,1,4.277144732992177
aveu,1,4.277144732992177
damanite,1,4.277144732992177
manipulable,1,4.277144732992177
projeter,3,3.583997552432231
fusariose,1,4.277144732992177
attaqu,5,3.178532444324067
mediated,1,4.277144732992177
fonctionnalit,3,3.583997552432231
postanoxiqu,3,3.583997552432231
alcoolotabagiqu,1,4.277144732992177
mdicoconomiqu,1,4.277144732992177
codage,4,3.3608540011180215
chronic,6,3.0243817644968085
lexposition,11,2.4853852637641216
eide,1,4.277144732992177
rangement,2,3.8716796248840124
elliptique,1,4.277144732992177
potomane,1,4.277144732992177
exprimentateur,1,4.277144732992177
saut,2,3.8716796248840124
lagrav,1,4.277144732992177
affrentes,1,4.277144732992177
remplaer,5,3.178532444324067
bedry,2,3.8716796248840124
lhr,1,4.277144732992177
echogrer,3,3.583997552432231
erjanvier,1,4.277144732992177
etdetraitement,2,3.8716796248840124
control,10,2.5723966407537513
service,52,1.0
potentialisation,6,3.0243817644968085
lextrapoler,1,4.277144732992177
zandsira,1,4.277144732992177
dacider,2,3.8716796248840124
gentamycine,2,3.8716796248840124
compos,11,2.4853852637641216
dunits,6,3.0243817644968085
multicompartimentale,1,4.277144732992177
confidentiel,5,3.178532444324067
candidmique,1,4.277144732992177
bronchiteux,2,3.8716796248840124
endocardiaque,1,4.277144732992177
leadership,1,4.277144732992177
demarseill,1,4.277144732992177
stauffer,1,4.277144732992177
vibration,2,3.8716796248840124
couteur,1,4.277144732992177
titration,10,2.5723966407537513
tpmt,1,4.277144732992177
dimporter,1,4.277144732992177
toxicocintiqu,3,3.583997552432231
cde,3,3.583997552432231
vrapamil,5,3.178532444324067
affres,1,4.277144732992177
membran,19,1.9745596399981307
multidrivation,1,4.277144732992177
instruction,3,3.583997552432231
rouet,1,4.277144732992177
livermore,1,4.277144732992177
bismsylate,1,4.277144732992177
thrapeutes,1,4.277144732992177
marseillais,1,4.277144732992177
pfhrp,1,4.277144732992177
gaussorgue,1,4.277144732992177
aamlioration,1,4.277144732992177
inviolabilit,1,4.277144732992177
adjuvant,20,1.925769475828699
intgratives,1,4.277144732992177
ides,3,3.583997552432231
teurisation,1,4.277144732992177
ldme,8,2.7730673362159024
dtat,14,2.262241712449912
plexu,3,3.583997552432231
anesthesiology,3,3.583997552432231
suprabulbair,1,4.277144732992177
insufficiency,2,3.8716796248840124
ambu,1,4.277144732992177
anxiodpressif,1,4.277144732992177
css,2,3.8716796248840124
rejet,9,2.667706820558076
myloblastique,1,4.277144732992177
clearanc,1,4.277144732992177
corrle,20,1.925769475828699
entourer,8,2.7730673362159024
mdecinsinfirmier,1,4.277144732992177
justified,1,4.277144732992177
dersistanc,1,4.277144732992177
recommand,45,1.141650517063027
tnf,26,1.6744550475477928
palette,1,4.277144732992177
toir,11,2.4853852637641216
sm,2,3.8716796248840124
faust,1,4.277144732992177
inocul,1,4.277144732992177
dactin,1,4.277144732992177
papillaire,8,2.7730673362159024
dissmi,8,2.7730673362159024
eve,1,4.277144732992177
gad,1,4.277144732992177
homogner,1,4.277144732992177
nouer,1,4.277144732992177
cnemm,1,4.277144732992177
astreindre,1,4.277144732992177
torpeur,3,3.583997552432231
seneff,2,3.8716796248840124
obse,10,2.5723966407537513
inadapte,5,3.178532444324067
commme,1,4.277144732992177
cgrp,1,4.277144732992177
agiennes,1,4.277144732992177
vipre,1,4.277144732992177
jamais,42,1.2090917978585594
pupille,1,4.277144732992177
retournement,2,3.8716796248840124
aspen,1,4.277144732992177
lhf,1,4.277144732992177
hallucinogne,4,3.3608540011180215
